Horario del grupo 4C
 
Hora/Dia,Lunes,Martes,Miercoles,Jueves,Viernes
7-8,,,,,,
8-9,,,,,,
9-10,,,,,,
10-11,,,,,,
11-12,,,,,,
12-13,MCO,LP,STFC,MCO,STFC,
13-14,MCO,LP,TGTI4,MCO,,
14-15,,,,TIAT,,
15-16,LP,TIAT,LP,TIAT,TGTI4,
16-17,STFC,TIAT,HP,,MCO,
17-18,,STFC,TIAT,HP,MCO,
18-19,HP,STFC,TIAT,,LP,
19-20,I4,I4,I4,I4,I4,
20-21,,,,,,
