Horario del grupo 4A
 
Hora/Dia,Lunes,Martes,Miercoles,Jueves,Viernes
7-8,,,,,,
8-9,,,,,,
9-10,,,,,,
10-11,,,,,,
11-12,,,,,,
12-13,LP,,,TIAT,MCO,
13-14,,HP,,TIAT,MCO,
14-15,TIAT,LP,,,STFC,
15-16,TIAT,STFC,MCO,TGTI4,STFC,
16-17,MCO,,MCO,LP,LP,
17-18,MCO,TIAT,HP,LP,TGTI4,
18-19,STFC,TIAT,STFC,HP,,
19-20,I4,I4,I4,I4,I4,
20-21,,,,,,
