Horario del salon 7
 
Hora/Dia,Lunes,Martes,Miercoles,Jueves,Viernes
7-8,,,,,,
8-9,,,,,,
9-10,,,,,CCS-1C,
10-11,,,,,,
11-12,CCS-1D,CCS-1D,,CCS-1B,TGTI1-1D,
12-13,CCS-1B,,CCS-1A,CCS-1A,,
13-14,CCS-1B,CCS-1C,CCS-1D,TGTI1-1D,,
14-15,TIAT-4A,,CCS-1D,CCS-1C,,
15-16,TIAT-4A,CCS-1A,CCS-1B,CCS-1C,FCS-1C,
16-17,TGTI1-1B,CCS-1A,CCS-1B,,,
17-18,,,,,,
18-19,,,,,,
19-20,,,,,,
20-21,,,,,,
