Horario del grupo 7A
 
Hora/Dia,Lunes,Martes,Miercoles,Jueves,Viernes
7-8,,,,,,
8-9,,,,,,
9-10,,,,,,
10-11,,,,,,
11-12,,,,,,
12-13,MI,,SCOL,,,
13-14,IT,,SCOL,LTS,IT,
14-15,SCOL,,TGTI7,,IT,
15-16,SCOL,IT,LTS,,SCOL,
16-17,LTS,IT,CI,CI,TGTI7,
17-18,LTS,LTS,CI,CI,CI,
18-19,I7,I7,I7,I7,I7,
19-20,,MI,MI,,,
20-21,,MI,MI,,,
